                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.0467,                 1.0605,                 1.1111,                0.99657,                      1,                  0.995,                0.69174,                 1.1832,                0.87669,                 1.1044,              0.0007922,              0.0007922,              0.0007922
                     64,                0.82391,                 0.8702,                0.96046,                0.99754,                      1,                  0.995,                0.68063,                 1.2149,                0.87254,                 1.1228,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.0105,                0.80252,                 1.0345,                0.99754,                      1,                  0.995,                0.68063,                 1.2149,                0.87254,                 1.1228,              0.0007526,              0.0007526,              0.0007526
                     66,                0.96592,                0.80424,                 1.0096,                      1,                 0.9989,                  0.995,                0.65125,                 1.2624,                0.87811,                  1.151,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.0409,                0.82493,                 0.9762,                0.99984,                      1,                  0.995,                0.62269,                 1.3088,                 0.8198,                 1.1423,               0.000713,               0.000713,               0.000713
                     68,                0.94654,                0.80408,                0.98783,                0.99593,                      1,                  0.995,                0.61042,                 1.3148,                0.81984,                 1.1513,              0.0006932,              0.0006932,              0.0006932
                     69,                0.96072,                0.77453,                 0.9558,                0.99593,                      1,                  0.995,                0.61042,                 1.3148,                0.81984,                 1.1513,              0.0006734,              0.0006734,              0.0006734
                     70,                0.93715,                0.80682,                0.97715,                0.99486,                      1,                  0.995,                0.60815,                 1.2718,                0.77971,                 1.1424,              0.0006536,              0.0006536,              0.0006536
                     71,                0.98077,                0.79009,                0.92697,                0.99492,                      1,                  0.995,                0.63378,                  1.227,                0.75076,                 1.1191,              0.0006338,              0.0006338,              0.0006338
                     72,                0.64924,                 2.6437,                0.65894,                0.99413,                      1,                  0.995,                0.63238,                 1.2153,                0.74322,                 1.0938,               0.000614,               0.000614,               0.000614
                     73,                0.96462,                  1.067,                 1.0193,                0.99413,                      1,                  0.995,                0.63238,                 1.2153,                0.74322,                 1.0938,              0.0005942,              0.0005942,              0.0005942
                     74,                  1.066,                0.83024,                 1.1052,                0.99399,                      1,                  0.995,                0.66691,                 1.2297,                 0.7331,                 1.0865,              0.0005744,              0.0005744,              0.0005744
                     75,                0.95736,                0.79189,                 1.0109,                0.99436,                      1,                  0.995,                0.64972,                 1.2498,                0.74809,                 1.0991,              0.0005546,              0.0005546,              0.0005546
                     76,                0.83409,                 0.7356,                0.93935,                0.99436,                      1,                  0.995,                0.65228,                  1.293,                0.73752,                 1.1271,              0.0005348,              0.0005348,              0.0005348
                     77,                0.81143,                0.75787,                0.95421,                0.99436,                      1,                  0.995,                0.65228,                  1.293,                0.73752,                 1.1271,               0.000515,               0.000515,               0.000515
                     78,                0.87726,                0.81746,                0.97092,                0.99499,                      1,                  0.995,                0.65472,                 1.3249,                0.73835,                 1.1532,              0.0004952,              0.0004952,              0.0004952
                     79,                0.83999,                0.67989,                0.91458,                0.99515,                      1,                  0.995,                0.66216,                 1.3454,                0.75187,                 1.1717,              0.0004754,              0.0004754,              0.0004754
                     80,                0.89834,                0.77522,                0.98799,                0.99493,                      1,                  0.995,                0.62117,                 1.3609,                 0.7392,                 1.1721,              0.0004556,              0.0004556,              0.0004556
                     81,                0.82245,                0.72787,                0.92776,                0.99493,                      1,                  0.995,                0.62117,                 1.3609,                 0.7392,                 1.1721,              0.0004358,              0.0004358,              0.0004358
                     82,                0.84022,                0.70309,                0.92272,                0.99485,                      1,                  0.995,                0.61487,                 1.3585,                 0.7412,                 1.1714,               0.000416,               0.000416,               0.000416
                     83,                0.73141,                0.72156,                0.97096,                0.99451,                      1,                  0.995,                0.63451,                 1.3344,                0.74364,                 1.1584,              0.0003962,              0.0003962,              0.0003962
                     84,                0.85995,                0.70965,                0.93008,                0.99456,                      1,                  0.995,                0.64391,                 1.3036,                0.74886,                 1.1503,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.1413,                0.85715,                 1.1212,                0.99456,                      1,                  0.995,                0.64391,                 1.3036,                0.74886,                 1.1503,              0.0003566,              0.0003566,              0.0003566
                     86,                0.83036,                0.72365,                 0.9587,                0.99471,                      1,                  0.995,                0.63217,                 1.3002,                0.74752,                 1.1576,              0.0003368,              0.0003368,              0.0003368
                     87,                0.80427,                 0.6986,                0.94527,                 0.9947,                      1,                  0.995,                0.62952,                 1.3319,                0.72978,                 1.1797,               0.000317,               0.000317,               0.000317
                     88,                0.95679,                0.78621,                0.96244,                 0.9947,                      1,                  0.995,                0.62607,                 1.3287,                 0.7372,                 1.1784,              0.0002972,              0.0002972,              0.0002972
                     89,                0.85714,                0.72632,                0.96397,                 0.9947,                      1,                  0.995,                0.62607,                 1.3287,                 0.7372,                 1.1784,              0.0002774,              0.0002774,              0.0002774
                     90,                0.85704,                0.72758,                0.96262,                0.99442,                      1,                  0.995,                0.62293,                 1.3518,                0.75708,                 1.1905,              0.0002576,              0.0002576,              0.0002576
                     91,                0.78001,                0.86648,                0.88222,                0.99409,                      1,                  0.995,                0.62946,                 1.3688,                0.77359,                 1.1942,              0.0002378,              0.0002378,              0.0002378
                     92,                 0.8604,                0.81574,                0.92621,                0.99389,                      1,                  0.995,                0.61699,                 1.3908,                0.79554,                 1.2061,               0.000218,               0.000218,               0.000218
                     93,                 0.5994,                0.74758,                0.81646,                0.99389,                      1,                  0.995,                0.61699,                 1.3908,                0.79554,                 1.2061,              0.0001982,              0.0001982,              0.0001982
                     94,                0.78326,                0.75591,                0.84623,                0.99379,                      1,                  0.995,                 0.6031,                 1.4223,                 0.8045,                 1.2251,              0.0001784,              0.0001784,              0.0001784
                     95,                0.78245,                0.84094,                0.93083,                  0.994,                      1,                  0.995,                0.61643,                 1.4283,                0.80214,                 1.2384,              0.0001586,              0.0001586,              0.0001586
                     96,                0.85157,                0.81859,                0.97064,                0.99385,                      1,                  0.995,                0.61704,                 1.4142,                0.79609,                  1.235,              0.0001388,              0.0001388,              0.0001388
                     97,                0.70764,                0.75391,                0.90194,                0.99385,                      1,                  0.995,                0.61704,                 1.4142,                0.79609,                  1.235,               0.000119,               0.000119,               0.000119
                     98,                 0.6347,                0.72923,                0.86347,                0.99366,                      1,                  0.995,                0.61016,                 1.4163,                0.80198,                 1.2337,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.82528,                  0.872,                0.89979,                0.99355,                      1,                  0.995,                 0.5981,                 1.4088,                0.80183,                 1.2268,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.69572,                0.80963,                0.86828,                0.99353,                      1,                  0.995,                0.60878,                 1.4032,                0.79362,                 1.2227,               5.96e-05,               5.96e-05,               5.96e-05
